UNIT number,Lesson,Headword,Part of speech,Frequency,US IPA,Definition,Example,MEDO link 1,MEDO link 2 ,MEDO link 3
6,1,stressful,adjective,,ˈstresfəl,involving or causing a lot of pressure or worry,Life is less stressful in your comfort zone.,https://www.macmillandictionary.com/dictionary/american/stressful,,
6,1,to be in control,verb phrase,,tu bi ɪn kənˈtroʊl,to be in a state of controlling or having the power to make decisions and decide what should happen,"When you are in your comfort zone, you feel that you are in control because everything is familiar.",https://www.macmillandictionary.com/dictionary/american/in-control,,
6,2,acted ,verb,3,ˈæktəd,"the past tense and past participle of ""act""; to perform in plays or movies",Have you ever acted in a play?,https://www.macmillandictionary.com/dictionary/american/act_2,,
6,2,been,verb,,bɪn,"the past participle of ""be""; used for forming the progressive and passive tenses of verbs that are used for showing actions that are in progress at a particular point in time, or for giving information about someone or something by giving their name, job, position, etc., describing them, or saying where they are, or how someone behaves",He has been with the same company for 12 years.,https://www.macmillandictionary.com/dictionary/american/been,,
6,2,drive,verb,3,draɪv,to control a vehicle so that it moves somewhere,Francesco has driven down that street many times to go to work.,https://www.macmillandictionary.com/dictionary/american/drive_1,,
6,2,eaten,verb,,ˈit(ə)n,"the past participle of ""eat""; to put food into your mouth and swallow it",Have you ever eaten at a food truck?,https://www.macmillandictionary.com/dictionary/american/eaten,,
6,2,fly,verb,3,flaɪ,to travel by plane,"Greg has never flown a helicopter, but he has flown a plane.",https://www.macmillandictionary.com/dictionary/american/fly_1,,
6,2,go,verb,3,ɡoʊ,to move or travel to a place that is away from where you are now,She has gone rock climbing before.,https://www.macmillandictionary.com/dictionary/american/go_1,,
6,2,go,verb,3,ɡoʊ,to travel to a particular place regularly in order to take part in an activity,"When I was little, we used to go to my grandma's house for lunch every Sunday. ",https://www.macmillandictionary.com/us/dictionary/american/go_1#go_1__24 ,,
6,2,heard,verb,,hɜrd,"the past tense and past participle of ""hear""; to receive information about something, or to realize that someone or something is making a sound",Have you heard the good news?,https://www.macmillandictionary.com/dictionary/american/heard,,
6,2,met,verb,,met,"the past tense and past participle of ""meet""; to come together in order to talk to someone who you have arranged to see",I think I have met her before.,https://www.macmillandictionary.com/dictionary/american/met,,
6,2,ride,verb,3,raɪd,"to sit on an animal, especially a horse, and control its movements as it moves along",Rhiannan used to ride horses when she was young.,https://www.macmillandictionary.com/dictionary/american/ride_1,,
6,2,run,verb,3,rʌn,to move quickly to a place using your legs and feet,Have you ever wanted to run a marathon?,https://www.macmillandictionary.com/dictionary/american/run_1,,
6,2,sung,verb,,sʌŋ,"the past participle of ""sing""; to make music using your voice",Some people have never sung karaoke.,https://www.macmillandictionary.com/dictionary/american/sung,,
6,2,won,verb,,wʌn,"the past tense and past participle of ""win"";  to get something as a prize for defeating other people or because you are lucky",The Olympic runner has won many medals.,https://www.macmillandictionary.com/dictionary/american/won,,
6,2,possibility,noun,3,ˌpɑsəˈbɪləti,the chance that something might happen or be true,There is a possibility it could rain tomorrow.,https://www.macmillandictionary.com/dictionary/american/possibility,,
6,3,bike lane,noun phrase,,baɪk leɪn,a part of a road marked by painted lines and intended for use by bicycles,"The city has added bike lanes, so we can now bike to work.",https://www.macmillandictionary.com/dictionary/american/bike-lane,,
6,3,bridge,noun,3,brɪdʒ,"a road, railroad, or path that goes over a river, over another road, etc., and the structure that supports it",The government has built new bridges over the river in our town.,https://www.macmillandictionary.com/dictionary/american/bridge_1,,
6,3,factories ,noun,3,ˈfækt(ə)riz,buildings or groups of buildings where large quantities of goods are produced using machines,The city has built many new factories.,https://www.macmillandictionary.com/dictionary/american/factory,,
6,3,farmer's market,noun phrase,,ˈfɑrmərz ˈmɑrkət,a market where farmers sell their produce directly to customers,She has never been to a farmer's market.,https://www.macmillandictionary.com/dictionary/american/farmers-market,,
6,3,food truck ,noun phrase,,fud trʌk,a large road vehicle out of which types of food are cooked and sold,The city government has banned food trucks in the city center.,https://www.macmillandictionary.com/dictionary/american/food,https://www.macmillandictionary.com/dictionary/american/truck_1,
6,3,green space,noun phrase,,ɡrin speɪs,"a space, or an area for a purpose, that has grass, plants, or leaves","There are a lot of green spaces, but there aren’t many walking trails where I live.",https://www.macmillandictionary.com/dictionary/american/green_1,https://www.macmillandictionary.com/dictionary/american/space_1,
6,3,high-rise building,noun phrase,,haɪ raɪz ˈbɪldɪŋ,"a building, or structure made from a strong material that has a roof and walls, that is very tall with many floors or levels",Sharon lived in a tall high-rise building when she worked in Dubai.,https://www.macmillandictionary.com/dictionary/american/high-rise,https://www.macmillandictionary.com/dictionary/american/building,
6,3,park,noun,3,pɑrk,"in a town, an open public area with grass and trees, often with sports fields or places for children to play",The city government has destroyed several parks and built high-rise buildings instead.,https://www.macmillandictionary.com/dictionary/american/park_1,,
6,3,pedestrian area ,noun phrase,,pəˈdestriən ˈeriə,"an area, or designated space, for pedestrians, people who are walking, especially in a town or city, instead of biking or riding",The city has planned for more pedestrian areas away from cars.,https://www.macmillandictionary.com/dictionary/american/pedestrian_1,https://www.macmillandictionary.com/dictionary/american/area,
6,3,playground,noun,1,ˈpleɪˌɡraʊnd,"an area of land where children can play, especially at a school or in a park",My children haven't been to the new playground.,https://www.macmillandictionary.com/dictionary/american/playground,,
6,3,shopping mall,noun phrase,,ˈʃɑpɪŋ mɔl,a mall,I don't like going to shopping malls to buy clothes.,https://www.macmillandictionary.com/dictionary/american/shopping-mall,,
6,3,walking trail ,noun phrase,,ˈwɔkɪŋ treɪl,"a trail, or a path, made for walking, the activity of going on walks",Have you taken a walk on the beautiful new walking trails?,https://www.macmillandictionary.com/dictionary/american/walking_1,https://www.macmillandictionary.com/dictionary/american/trail_1,
6,3,downtown,noun,,ˈdaʊnˌtaʊn,"the center of a town or city, especially the business or shopping areas",There are now fewer places to eat downtown.,https://www.macmillandictionary.com/dictionary/american/downtown_2,,
6,3,highway,noun,2,ˈhaɪˌweɪ,a wide road built for fast travel between towns and cities,Celia has never driven on the Pacific Coast Highway.,https://www.macmillandictionary.com/dictionary/american/highway,,
6,3,subway,noun,2,ˈsʌbˌweɪ,"a railroad that goes under the ground. The British word is ""underground""",Magnus wants to ride the subway when he visits New York.,https://www.macmillandictionary.com/dictionary/american/subway,,
6,4,activities ,noun,3,ækˈtɪvətiz,things that you do because you enjoy them or because they are interesting,What social activities do you usually attend?,https://www.macmillandictionary.com/dictionary/american/activity,,
6,4,area,noun,3,ˈeriə,"a part of a city, town, country, etc.",How long have you lived in the area?,https://www.macmillandictionary.com/dictionary/american/area,,
6,4,historical site ,noun phrase,,hɪˈstɔrɪk(ə)l saɪt,"a site, or an area of land where something is built or where something has happened, that is connected with history or the past",Did your family visit any historical sites on their vacation?,https://www.macmillandictionary.com/dictionary/american/historical,https://www.macmillandictionary.com/dictionary/american/site_1,
6,4,mountain,noun,3,ˈmaʊnt(ə)n,a natural structure like a very big hill that is much higher than the usual level of land around it,Clarice has never seen the sunset from Pine Mountain.,https://www.macmillandictionary.com/dictionary/american/mountain,,
6,4,museum,noun,3,mjuˈziəm,a building where many valuable and important objects are kept so that people can go and see them,Have you been to the new history museum?,https://www.macmillandictionary.com/dictionary/american/museum,,
6,4,senior citizen,noun phrase,,ˈsinjər ˈsɪtɪz(ə)n,"a person who is at or past the age of retirement, usually around 65 in the US",The city is developing a new center for senior citizens.,https://www.macmillandictionary.com/dictionary/american/senior-citizen,,
6,4,situation,noun,3,ˌsɪtʃuˈeɪʃ(ə)n,the set of conditions that exist at a particular time in a particular place,Have you ever been in a scary situation?,https://www.macmillandictionary.com/dictionary/american/situation,,
6,4,sunset,noun,1,ˈsʌnˌset,the time in the evening when the sun goes down below the horizon and night begins,The sunset from the top of the mountain was amazing.,https://www.macmillandictionary.com/dictionary/american/sunset,,
6,4,traveled,verb,3,ˈtræv(ə)ld,"the past tense and past participle of ""travel""; to go on a trip or visit a number of places, especially places that are far away from where you live or work",What countries have you traveled to?,https://www.macmillandictionary.com/dictionary/american/travel_1,,
6,4,young children ,noun phrase,,jʌŋ ˈtʃɪldrən,"especially young people, of the group of people from the time they are born until they are 14 years of age",Have you ever watched young children while their parents are out?,https://www.macmillandictionary.com/dictionary/american/young_1,https://www.macmillandictionary.com/dictionary/american/children,
6,4,art gallery,noun,,ɑrt ˈɡæl(ə)ri,a building where people go to see paintings and other art,This art gallery has shown paintings for many years.,https://www.macmillandictionary.com/dictionary/american/art-gallery,,
6,4,discover,verb,3,dɪˈskʌvər,to find out something that you did not know before,What new things have you discovered about your country?,https://www.macmillandictionary.com/dictionary/american/discover,,
6,4,exhibits,noun,2,ɪɡˈzɪbɪts,exhibitions of art or other interesting things,What kinds of museum exhibits do you enjoy?,https://www.macmillandictionary.com/dictionary/american/exhibit_2,,
7,1,ability,noun,3,əˈbɪləti,the fact of being able to do something,An important job skill is the ability to work well with others.,https://www.macmillandictionary.com/dictionary/american/ability_1,,
7,1,academic,adjective,3,ˌækəˈdemɪk,"relating to education, especially education in colleges and universities",Some people with excellent academic qualifications are unhappy in their careers.,https://www.macmillandictionary.com/dictionary/american/academic_1,,
7,1,career-ready ,adjective,,kəˈrɪr ˈredi,"being ready, or prepared, for entering a career, or a profession","Do you think you are career-ready, or do you need more qualifications?",https://www.macmillandictionary.com/dictionary/american/career_1,https://www.macmillandictionary.com/dictionary/american/ready_1,
7,1,communicate,verb,2,kəˈmjunɪˌkeɪt,"to express thoughts, feelings, or information to another person or animal, for example by speaking or writing",The ability to communicate clearly is important to be an advertiser.,https://www.macmillandictionary.com/dictionary/american/communicate,,
7,1,degree,noun,3,dɪˈɡri,a qualification that you get after completing a course at a college or university,Do you need a college degree to have a succesful career?,https://www.macmillandictionary.com/dictionary/american/degree,,
7,1,grades,noun,3,ɡreɪdz,the letters or numbers that show the quality of a student’s work,Good grades can help you get the position you want.,https://www.macmillandictionary.com/dictionary/american/grade_1,,
7,1,knowledge,noun,3,ˈnɑlɪdʒ,all the facts that someone knows about a particular subject,"You need different knowledge, skills, and personal characteristics for different jobs.",https://www.macmillandictionary.com/dictionary/american/knowledge,,
7,1,qualifications,noun,1,ˌkwɑləfɪˈkeɪʃ(ə)nz,abilities or qualities that you need in order to do a particular job or activity,Academic qualifications are one thing you need to be successful.,https://www.macmillandictionary.com/dictionary/american/qualification,,
7,1,skill,noun,3,skɪl,"the ability to do something well, usually as a result of experience and training",What skills have you developed since last year?,https://www.macmillandictionary.com/dictionary/american/skill,,
7,1,solve,verb,3,sɑlv,to find a solution to something that is causing difficulties,An important skill for many jobs is the ability to solve problems.,https://www.macmillandictionary.com/dictionary/american/solve,,
7,1,successful,adjective,3,səkˈsesfəl,achieving the result that you want,What skills do you need for a successful career?,https://www.macmillandictionary.com/dictionary/american/successful,,
7,1,technical,adjective,3,ˈteknɪk(ə)l,involving science or industry,Good technical skills are important for engineering jobs.,https://www.macmillandictionary.com/dictionary/american/technical,,
7,1,training,noun,3,ˈtreɪnɪŋ,the process of training people or of being trained for a profession or activity,Has Martin received training at his new job yet?,https://www.macmillandictionary.com/dictionary/american/training,,
7,2,apply for a job,verb phrase,,əˈplaɪ fɔr ə ʤɑb,to make an official request for a job opportunity,I have applied for three jobs in sales in the last three weeks.,https://www.macmillandictionary.com/dictionary/american/apply,https://www.macmillandictionary.com/dictionary/american/job_1,
7,2,benefits,noun,3,ˈbenəfɪts,extra money or other advantages that you get in addition to your salary from your employer as part of your job,"Raul's job offers good benefits, like health insurance.",https://www.macmillandictionary.com/dictionary/american/benefit_1,,
7,2,career path,noun phrase,,kəˈrɪr pæθ,the way someone takes to achieve something having to do with their job,Has Freddy thought about his career path to become a doctor yet?,https://www.macmillandictionary.com/dictionary/american/career_1,https://www.macmillandictionary.com/dictionary/american/path,
7,2,corporate ladder ,noun phrase,,ˈkɔrp(ə)rət ˈlædər,the system within large companies through which you can progress,It can take a long time to climb the corporate ladder.,https://www.macmillandictionary.com/dictionary/american/corporate_1,https://www.macmillandictionary.com/dictionary/american/ladder,
7,2,promotion,noun,3,prəˈmoʊʃ(ə)n,"a move to a higher level in a company, institution, or sport",Cheryl has already received two promotions at her company.,https://www.macmillandictionary.com/dictionary/american/promotion,,
7,2,raise,noun,1,reɪz,"an increase in the amount of money that your employer pays you. The British word is ""rise""",Barry has already gotten a raise at his new job.,https://www.macmillandictionary.com/dictionary/american/raise_2,,
7,2,company,noun,3,ˈkʌmpəni,"an organization that provides services, or that makes or sells goods for money",Max used to work for an oil company.,https://www.macmillandictionary.com/dictionary/american/company,,
7,2,entrepreneur,noun,,ˌɑntrəprəˈnʊr,someone who uses money to start businesses and make business deals,Some young people are entrepreneurs and have started their own businesses.,https://www.macmillandictionary.com/dictionary/american/entrepreneur,,
7,2,salary,noun,2,ˈsæləri,a particular amount of money that you earn each month or year from your job,"Steven makes an annual salary of $60,000.",https://www.macmillandictionary.com/dictionary/american/salary,,
7,3,flexible,adjective,2,ˈfleksəb(ə)l,able to make changes or deal with a situation that is changing,You should be flexible in your priorities when you decide between jobs.,https://www.macmillandictionary.com/dictionary/american/flexible,,
7,3,motivated,adjective,,ˈmoʊtɪˌveɪtəd,enthusiastic and determined to achieve success,Entrepreneurs need to be very motivated to succeed.,https://www.macmillandictionary.com/dictionary/american/motivated,,
7,3,motivation,noun,2,ˌmoʊtɪˈveɪʃ(ə)n,a feeling of enthusiasm or interest that makes you determined to do something,How does motivation help you succeed at your job?,https://www.macmillandictionary.com/dictionary/american/motivation,,
7,3,cognitive,adjective,,ˈkɑɡnətɪv,"in psychology, a cognitive science or process is one that is connected with recognizing and understanding things",You need strong cognitive abilities for many good jobs.,https://www.macmillandictionary.com/dictionary/american/cognitive,,
7,3,employability ,noun,,emˌplɔɪəˈbɪlɪti,"the particular quality of being someone who has the relevant skills, qualifications, experience, or qualities to get a job","Skills like curiosity, honesty, and creativity increase your employability.",https://www.macmillandictionary.com/dictionary/american/employable,https://www.macmillandictionary.com/dictionary/american/ability_2,
7,3,interpersonal,adjective,,ˌɪntərˈpɜrsən(ə)l,involving relationships between people,Interpersonal skills are helpful to work in teams.,https://www.macmillandictionary.com/dictionary/american/interpersonal,,
7,3,intrapersonal ,adjective,,ɪntrəˈpɜrsən(ə)l,related to personal abilities and one's mind,Managers need strong intrapersonal skills to lead groups of people.,https://www.macmillandictionary.com/us/dictionary/american/intrapersonal,,
7,4,advertiser,noun,,ˈædvərˌtaɪzər,someone who advertises something,"If you have interesting things to say, you can start a blog and get money from advertisers.",https://www.macmillandictionary.com/dictionary/american/advertiser,,
7,4,blog,noun,,blɔɡ,"a web log: a website containing short articles called posts that are changed regularly. Some blogs are written by one person about their own opinions, interests, and experiences, while others are written by many different people. Most blogs allow comments from readers",I used to write a blog a long time ago.,https://www.macmillandictionary.com/dictionary/american/blog_1,,
7,4,computer skills,noun phrase,,kəmˈpjutər skɪlz,"skills, or abilities to do something well, using a computer, a machine that stores programs and information in electronic form and is used for a variety of purposes",The best programmers have many different computer skills.,https://www.macmillandictionary.com/dictionary/american/computer,https://www.macmillandictionary.com/dictionary/american/skill,
7,4,cooking,noun,2,ˈkʊkɪŋ,the process of preparing and heating food so that it is ready to eat,"I enjoy cooking, but my brother prefers restaurants.",https://www.macmillandictionary.com/dictionary/american/cooking_1,,
7,4,expensive,adjective,3,ɪkˈspensɪv,something that is expensive costs a lot of money,Many types of businesses are not expensive to start.,https://www.macmillandictionary.com/dictionary/american/expensive,,
7,4,health insurance,noun phrase,2,helθ ɪnˈʃʊrəns,a type of insurance that pays for your medical treatment when you are sick,Jobs often offer employees health insurance.,https://www.macmillandictionary.com/dictionary/american/health-insurance,,
7,4,photography,noun,1,fəˈtɑɡrəfi,"the skill, job, or process of taking photographs or using a camera to record scenes or events for a movie or television program",Photography skills may be important to be a designer.,https://www.macmillandictionary.com/dictionary/american/photography,,
7,4,public speaking,noun phrase,,ˈpʌblɪk ˈspikɪŋ,the activity of speaking formally to large groups of people,Public speaking skills may be important for leading teams.,https://www.macmillandictionary.com/dictionary/american/public-speaking,,
7,4,punctual,adjective,,ˈpʌŋktʃuəl,arriving or happening at the time agreed on,You should always be punctual to work meetings.,https://www.macmillandictionary.com/dictionary/american/punctual,,
7,4,sell online ,verb phrase,,sel ˈɑnˌlaɪn,to exchange something for money via the internet,One of the easiest ways to make money is to sell things online.,https://www.macmillandictionary.com/dictionary/american/sell_1,https://www.macmillandictionary.com/dictionary/american/online,
7,4,services,noun,3,ˈsɜrvɪsɪz,"help that you give to someone, especially by using your skills, ability, or knowledge",My mother's business offers a few different accounting services.,https://www.macmillandictionary.com/dictionary/american/service_1,,
7,4,vlog,noun,,vlɔɡ,a blog that contains mainly video,Alex wants to start a vlog about her favorite movies.,https://www.macmillandictionary.com/dictionary/american/vlog,,
8,1,building a model ,noun phrase,,ˈbɪldɪŋ ə ˈmɑd(ə)l,"the act of putting the parts of a model, a small copy of something such as a building or vehicle, together",Building models of planes and cars is a relaxing hobby.,https://www.macmillandictionary.com/dictionary/american/build_1,https://www.macmillandictionary.com/dictionary/american/model_1,
8,1,coloring,noun,1,ˈkʌlərɪŋ,"the activity of adding color to a picture using pencils, pens, etc.",Some adults enjoy coloring pictures to relax.,https://www.macmillandictionary.com/dictionary/american/coloring,,
8,1,flying a kite ,verb phrase,,ˈflaɪɪŋ ə kaɪt,"if you fly a kite, or a toy that flies in the air that you hold with a string, or if it flies, you hold it on the end of the string and it blows around in the wind",Try flying a kite if the wind is blowing outside.,https://www.macmillandictionary.com/dictionary/american/fly_1,https://www.macmillandictionary.com/dictionary/american/kite_1,
8,1,making things with clay ,verb phrase,,ˈmeɪkɪŋ θɪŋz wɪð kleɪ,"the act of creating or producing objects with clay, a type of heavy wet dirt that becomes hard when it is baked in an oven, used for making pottery ",Do you enjoy making things with clay?,https://www.macmillandictionary.com/dictionary/american/make_1,https://www.macmillandictionary.com/dictionary/american/clay,
8,1,hide-and-seek,noun,,haɪd ænd sik,"a children’s game in which one player lets the other players hide, and then tries to find them",Playing hide-and-seek is a popular children's game.,https://www.macmillandictionary.com/dictionary/american/hide-and-seek,,
8,1,inner child ,noun phrase,,ˈɪnər tʃaɪld,"your sense of being a child, or a state of staying young, that is private or personal to you",Find your inner child and enjoy being a kidult!,https://www.macmillandictionary.com/dictionary/american/inner_1,https://www.macmillandictionary.com/dictionary/american/child,
8,1,kidult,noun,,ˈkɪdʌlt,an adult who enjoys entertainment such as movies or computer games that are intended mainly for children,Kidults often like playing children's games.,https://www.macmillandictionary.com/dictionary/american/kidult,,
8,1,millennial,noun,,mɪˈleniəl,a person who became an adult around the year 2000,Millennials want to escape from the complications of the modern world.,https://www.macmillandictionary.com/dictionary/american/millennial_2,,
8,1,puzzle,noun,1,ˈpʌz(ə)l,a game consisting of many pieces that you have to fit together correctly,Doing difficult puzzles helps me feel relaxed.,https://www.macmillandictionary.com/dictionary/american/puzzle_1,,
8,1,puzzled,adjective,1,ˈpʌz(ə)ld,confused because you cannot understand something,You look puzzled by this math problem.,https://www.macmillandictionary.com/dictionary/american/puzzled,,
8,1,3D pen ,noun phrase,,ˌθriˈdi pen,"a pen, an object used for drawing or writing, that makes lines that look as if they have length, depth, and width",Have you seen the new 3D pen that Ezra designed?,https://www.macmillandictionary.com/dictionary/american/3-d,https://www.macmillandictionary.com/dictionary/american/pen_1,
8,1,go running ,verb phrase,,goʊ ˈrʌnɪŋ,"to travel to a particular place in order to run, a sport in which you move quickly using your legs",Cristina goes running in the park every morning.,https://www.macmillandictionary.com/dictionary/american/go_1,https://www.macmillandictionary.com/dictionary/american/run_1,
8,1,go swimming ,verb phrase,,goʊ ˈswɪmɪŋ,"to travel to a particular place in order to swim, in which you move through the water with your arms and legs",I think going swimming is my favorite type of exercise.,https://www.macmillandictionary.com/dictionary/american/go_1,https://www.macmillandictionary.com/dictionary/american/swim_1,
8,2,do aerobics,verb phrase,,du eˈroʊbɪks,"to perform the action of aerobics, very active physical exercises often done to music and in a class",Dotty enjoys doing aerobics to stay in shape.,https://www.macmillandictionary.com/dictionary/american/do_1,https://www.macmillandictionary.com/dictionary/american/aerobics,
8,2,do crafts ,verb phrase,,du kræfts,"to perform the action of making crafts, things produced skillfully by hand, often traditionally, such as furniture or jewelry","If you want to try a more creative hobby, you can try doing crafts.",https://www.macmillandictionary.com/dictionary/american/do_1,https://www.macmillandictionary.com/dictionary/american/craft_1,
8,2,do yoga ,verb phrase,,du ˈjoʊɡə,"to perform the action of yoga, an activity that involves doing physical and breathing exercises to make you stronger and make your mind and body relax",Sven practices mindfulness while doing yoga.,https://www.macmillandictionary.com/dictionary/american/do_1,https://www.macmillandictionary.com/dictionary/american/yoga,
8,2,doing arts and crafts ,verb phrase,,ˈduɪŋ ɑrts ænd kræfts,"performing the action of making arts and crafts, art objects that are made by hand, such as pottery or needlework",Doing arts and crafts is often fun and relaxing for kidults.,https://www.macmillandictionary.com/dictionary/american/do_1,https://www.macmillandictionary.com/dictionary/american/arts-and-crafts_1,
8,2,go for a drive,verb phrase,,goʊ fɔr ə draɪv,"to take a trip in a car, usually for pleasure",Why don't we go for a drive in the country tomorrow?,https://www.macmillandictionary.com/dictionary/american/go_1,https://www.macmillandictionary.com/dictionary/american/drive_2,
8,2,go paddle boarding,verb phrase,,goʊ ˈpædəl ˈbɔrdɪŋ,"to travel to a particular place in order to paddle board, a sport in which you stand on a board on the water and move with a single paddle",She wants to go paddle boarding on the lake this weekend.,https://www.macmillandictionary.com/dictionary/american/go_1,https://www.macmillandictionary.com/dictionary/american/paddle-boarding,
8,2,go skating ,verb phrase,,goʊ ˈskeɪtɪŋ,"to travel to a particular place in order to skate, or to move over a surface, such as ice, with skates, a type of shoe with a metal blade or wheels",Do you want to go skating with me on Thursday?,https://www.macmillandictionary.com/dictionary/american/go_1,https://www.macmillandictionary.com/dictionary/american/skate_2,
8,2,have a barbecue ,verb phrase,,hæv ə ˈbɑrbəˌkju,"to do or experience a barbeque, a meal in which meat and other food is cooked and eaten outside",I would prefer to have a barbeque for my birthday.,https://www.macmillandictionary.com/dictionary/american/have,https://www.macmillandictionary.com/dictionary/american/barbecue_1,
8,2,have a potluck meal,verb phrase,,hæv ə pɑtˈlʌk mil,"to do or experience a potluck, an informal meal to which guests bring food","For social occasions with my friends, I like to have potluck meals.",https://www.macmillandictionary.com/dictionary/american/have,https://www.macmillandictionary.com/dictionary/american/potluck,
8,2,make candles,verb phrase,,meɪk kænd(ə)lz,"to create or produce candles, sticks of wax with strings that you burn to give light",Do you want to make candles with Terence and I tonight?,https://www.macmillandictionary.com/dictionary/american/make_1,https://www.macmillandictionary.com/dictionary/american/candle,
8,2,make furniture ,verb phrase,,meɪk ˈfɜrnɪtʃər,"to create or produce furniture, such as chairs, tables, and beds that you put in a house","My father prefers to make furniture, not buy it.",https://www.macmillandictionary.com/dictionary/american/make_1,https://www.macmillandictionary.com/dictionary/american/furniture,
8,2,make jewelry ,verb phrase,,meɪk ˈdʒuəlri,"to create or produce jewelry, such as rings, bracelets, and necklaces",Darla used to make jewelry and sell it online.,https://www.macmillandictionary.com/dictionary/american/make_1,https://www.macmillandictionary.com/dictionary/american/jewelry,
8,2,make pottery ,verb phrase,,meɪk ˈpɑtəri,"to create or produce pottery, objects such as plates and cups made out of clay and baked in an oven",She would rather make pottery with clay than furniture.,https://www.macmillandictionary.com/dictionary/american/make_1,https://www.macmillandictionary.com/dictionary/american/pottery,
8,2,go to the amusement park,verb phrase,,goʊ tu ən əmˈjuzmənt pɑrk,"to travel to an amusement park, a place where people pay money to go on rides and play games to win prizes",We went to the amusement park with our children last night.,https://www.macmillandictionary.com/dictionary/american/go_1,https://www.macmillandictionary.com/dictionary/american/amusement-park,
8,2,have a picnic ,verb phrase,,hæv ə ˈpɪknɪk,"to do or experience a picnic, a meal eaten outside, especially in the country",My wife and I had a picnic when we got engaged.,https://www.macmillandictionary.com/dictionary/american/have,https://www.macmillandictionary.com/dictionary/american/picnic_1,
8,2,overjoyed,adjective,,ˌoʊvərˈdʒɔɪd,extremely pleased,Sidney was overjoyed when she got a promotion.,https://www.macmillandictionary.com/dictionary/american/overjoyed,,
8,3,bored,adjective,2,bɔrd,"feeling impatient or dissatisfied, because you are not interested in something or because you have nothing to do. If you want to say you are extremely bored, you can say you are bored stiff/rigid/silly or bored to tears/to death",What do you do when you are bored?,https://www.macmillandictionary.com/dictionary/american/bored,,
8,3,guilty,adjective,3,ˈɡɪlti,ashamed and sorry because you have done something wrong,I felt guilty because I didn't invite Jordan to my party.,https://www.macmillandictionary.com/dictionary/american/guilty,,
8,3,nervous,adjective,2,ˈnɜrvəs,"feeling excited and worried, or slightly afraid",Paul is very nervous about his big exam tomorrow.,https://www.macmillandictionary.com/dictionary/american/nervous,,
8,3,rested,adjective,,ˈrestəd,"feeling healthy, strong, or full of energy again because you have had a rest",Getting a good night's sleep helps you feel rested in the morning.,https://www.macmillandictionary.com/dictionary/american/rested,,
8,3,interested,adjective,3,ˈɪntrəstɪd,wanting to know about or take part in something,Safon isn't interested in music.,https://www.macmillandictionary.com/dictionary/american/interested,,
8,3,miserable,adjective,1,ˈmɪz(ə)rəb(ə)l,extremely unhappy or uncomfortable,Being bored makes me feel miserable.,https://www.macmillandictionary.com/dictionary/american/miserable,,
8,3,pay attention,verb phrase,,peɪ əˈtenʃ(ə)n,"to listen to, watch, or consider something or someone very carefully",You need to pay attention to the sounds and smells around you when practicing mindfulness.,https://www.macmillandictionary.com/dictionary/american/pay-attention,,
8,3,surprised,adjective,3,sərˈpraɪzd,having the feeling that you get when something unexpected happens,Tim was surprised when he received a package in the mail from his grandmother.,https://www.macmillandictionary.com/dictionary/american/surprised,,
8,4,brain,noun,3,breɪn,"the organ inside your head that allows you to think and feel, and controls your body",Giving your brain time to relax can help you feel less stressed.,https://www.macmillandictionary.com/dictionary/american/brain_1,,
8,4,efficient,adjective,3,ɪˈfɪʃ(ə)nt,"something or someone that is efficient works well and produces good results by using the available time, money, supplies, etc. in the most effective way",Feeling tired and stressed makes us less efficient.,https://www.macmillandictionary.com/dictionary/american/efficient,,
8,4,mental relaxation ,noun phrase,,ˈment(ə)l ˌrilækˈseɪʃ(ə)n,"relaxation, or an activity that makes it possible to rest and enjoy something, relating to the mind",Practicing mindfulness is a good way to get some mental relaxation.,https://www.macmillandictionary.com/dictionary/american/mental,https://www.macmillandictionary.com/dictionary/american/relaxation,
8,4,mindfulness,noun,,ˈmaɪn(d)fəlnəs,a technique to improve mental wellbeing that involves focusing on the present moment while accepting any thoughts and feelings that occur,Going for a walk is a good way to practice mindfulness.,https://www.macmillandictionary.com/dictionary/american/mindfulness,,
8,4,problem solving ,verb phrase,,ˈprɑbləm ˈsɑlvɪŋ,the process of finding solutions to problems,Math teachers are very good at problem solving.,https://www.macmillandictionary.com/dictionary/american/problem-solving,,
8,4,process,noun,3,ˈprɑses,a series of things that happen and have a particular result,The process of becoming a doctor is very long and difficult.,https://www.macmillandictionary.com/dictionary/american/process_1,,
8,4,reflect,verb,3,rɪˈflekt,to think about something carefully,Take a few minutes each day to reflect.,https://www.macmillandictionary.com/us/dictionary/american/reflect,,
8,4,senses ,noun,3,sensɪz,"the natural abilities that most people have to see, hear, smell, taste, and feel things, known as the five senses",Use your five senses when you visualize when practicing mindfulness.,https://www.macmillandictionary.com/dictionary/american/sense_1,,
8,4,thankful,adjective,,ˈθæŋkf(ə)l,"grateful for something, or pleased that something unpleasant is no longer happening or did not happen",I am thankful for having a good job I enjoy.,https://www.macmillandictionary.com/dictionary/american/thankful,,
8,4,visualize,verb,,ˈvɪʒuəˌlaɪz,to form a picture of someone or something in your mind,Visualizing a place you love helps you feel calm.,https://www.macmillandictionary.com/dictionary/american/visualize,,
9,1,afford,verb,3,əˈfɔrd,"if you can afford something, you have enough money to be able to pay for it","In many areas, people can’t afford a place to live.",https://www.macmillandictionary.com/dictionary/american/afford,,
