UNIT number,Lesson,Headword,Part of speech,Frequency,US IPA,Definition,Example,MEDO link 1,MEDO link 2 ,MEDO link 3
11,4,rubber tires,noun phrase,,ˈrʌbər ˈtaɪərz,"a tire, or a wheel on a vehicle, made from rubber, a flexible substance that can bend easily",Rubber tires can be recycled into notebook covers and reused as containers for plants.,https://www.macmillandictionary.com/dictionary/american/rubber,https://www.macmillandictionary.com/dictionary/american/tire_1,
11,4,upcycled art ,noun phrase,,ˈʌpˌsaɪkəld ɑrt,"beautiful objects, such as sculptures, that are created by the process of upcycling, or reusing objects or materials to create something of higher value than the original","At the gallery downtown, there is a new exhibition of upcycled art made with plastic bottles.",https://www.macmillandictionary.com/dictionary/american/upcycling,https://www.macmillandictionary.com/dictionary/american/art_1,
12,1,achieve,verb,3,əˈtʃiv,"to succeed in doing or having what you planned or intended, usually after a lot of effort",How do you plan to achieve your goals?,"https://www.macmillandictionary.com/dictionary/american/achieve""",,
12,1,belong to ,phrasal verb,,bɪˈlɔŋ tu,to come from or be part of a group of similar things or people,The social groups we belong to often give us support.,https://www.macmillandictionary.com/dictionary/american/belong-to,,
12,1,chat,verb,2,tʃæt,to talk in a friendly way,I don't have time to chat with friends.,https://www.macmillandictionary.com/dictionary/american/chat_1,,
12,1,network,noun,3,ˈnetˌwɜrk,"a group of people, organizations, or places that are connected or that work together",Becoming an intern is one way to increase your network.,https://www.macmillandictionary.com/dictionary/american/network_1,,
12,1,network,verb,3,ˈnetˌwɜrk,"to meet and talk to people in order to receive or give information, especially about business opportunities",Networking is very important to advance in your professional career. ,https://www.macmillandictionary.com/us/dictionary/american/network_2,,
12,1,purpose of,phrase,3,ˈpɜrpəs ʌv,"relating to the goal that someone wants to achieve, or that something is intended to achieve",What is the purpose of this invention?,https://www.macmillandictionary.com/dictionary/american/purpose,,
12,1,share,verb,3,ʃer,to use or to have something at the same time as someone else,"In meetings at my company, employees can share ideas.",https://www.macmillandictionary.com/dictionary/american/share_1,,
12,1,community of place ,noun phrase,,kəmˈjunəti ʌv pleɪs,"a community based on where people live, such as a neighborhood, region, or country",A community of place might offer people to chat with and to support you in difficult times.,https://www.macmillandictionary.com/dictionary/american/community,https://www.macmillandictionary.com/dictionary/american/place_1,
12,1,friendship,noun,2,ˈfren(d)ʃɪp,a relationship between people who are friends,Many people use the internet to find friendship.,https://www.macmillandictionary.com/dictionary/american/friendship,,
12,1,profession,noun,3,prəˈfeʃ(ə)n,"a job that you need special skills and qualifications to do, especially one with high social status","If you want to find a better job, you need to meet more people in your profession.",https://www.macmillandictionary.com/dictionary/american/profession,,
12,1,social group,noun phrase,,ˈsoʊʃ(ə)l ɡrup,a group of people who may be related by the things they do or other interests who are usually located in the same place,The members of a social group often share similar ideas.,https://www.macmillandictionary.com/dictionary/american/social_1,https://www.macmillandictionary.com/dictionary/american/group_1,
12,1,geographic,adjective,2,ˌʤiəˈgræfɪk,"relating to an area or place, or to its geography","I would like to live in a different geographic area, perhaps somewhere warmer.",https://www.macmillandictionary.com/dictionary/american/geographical,,
12,2,contact,noun,3,ˈkɑnˌtækt,"someone you know who can help you, for example by finding work for you or giving you information",Having a lot of contacts can help you find a job.,https://www.macmillandictionary.com/dictionary/american/contact_1,,
12,2,get to know,verb phrase,,get tu noʊ,to start being familiar with someone or something,"Getting to know people can be hard, but you can make new friends!",https://www.macmillandictionary.com/dictionary/american/get-to-know,,
12,2,intern,noun,,ˈɪnˌtɜrn,"a student, or someone who has recently obtained a degree, who works in a job in order to get experience, often for low or no pay",Rodrick was an intern at his company before he was hired as an employee.,https://www.macmillandictionary.com/dictionary/american/intern_1,,
12,2,introduce yourself,verb phrase,,ˌɪntrəˈdus jʊrˈself,to tell someone your name when you meet them for the first time,"Do you find it easy to introduce yourself, or are you nervous meeting new people?",https://www.macmillandictionary.com/dictionary/american/introduce,,
12,2,job hunting,verb phrase ,,dʒɑb ˈhʌntɪŋ,"looking for a job, or the work you do to earn money",How can contacts help when you are job hunting?,https://www.macmillandictionary.com/dictionary/american/job_1,https://www.macmillandictionary.com/dictionary/american/hunting,
12,2,make time for ,verb phrase,,meɪk taɪm fɔr,to find time to do something or be with someone in spite of being busy,It is important to make time for your friends.,https://www.macmillandictionary.com/dictionary/american/make-time-for,,
12,2,stay in touch,verb phrase,,steɪ ɪn tʌʧ,to continue to write or speak to someone although you do not see them often,Staying in touch with old friends is very important to Walid.,https://www.macmillandictionary.com/dictionary/american/in-touch-with-someone,,
12,2,career fair,noun phrase,,kəˈrɪr fer,"a fair, or event where people and companies meet, to help you decide on or get a new job",Meeting people at a career fair is a great way to build your list of contacts.,https://www.macmillandictionary.com/dictionary/american/career_1,https://www.macmillandictionary.com/dictionary/american/fair_2,
12,2,position,noun,3,pəˈzɪʃ(ə)n,a job in a company,Emal found a position at a large international company.,https://www.macmillandictionary.com/dictionary/american/position_1,,
12,2,research companies,verb phrase,,rɪˈsɜrtʃ ˈkʌmpəniz,"to study in detail companies, or places where people work and that offer products and services for sale",Research companies online to decide which ones you want to work for.,https://www.macmillandictionary.com/dictionary/american/research_2,https://www.macmillandictionary.com/dictionary/american/company,
12,2,schedule,noun,2,ˈskeˌdʒul,a plan of activities or events and when they will happen,I can't fit more meetings in my schedule.,https://www.macmillandictionary.com/dictionary/american/schedule_1,,
12,2,speed networking,noun phrase,,spid ˈnetˌwɜrkɪŋ,the act of building up a network at an event by meeting many people in a short amount of time,"If you are a social person, speed networking is one way to get more business contacts.",https://www.macmillandictionary.com/dictionary/american/speed_1,https://www.macmillandictionary.com/dictionary/american/networking,
12,2,resume,noun,1,ˈrezuˌmeɪ,"a document giving details of your educational qualifications and work experience that you send to an employer when you want a new job. The British word is ""CV"" or ""curriculum vitae""",Write a resume that lists your skills clearly.,https://www.macmillandictionary.com/dictionary/american/resume_2,,
12,3,beard,noun,1,bɪrd,hair that grows on a man’s chin and cheeks,My grandfather has a gray beard.,https://www.macmillandictionary.com/dictionary/american/beard,,
12,3,costume,noun,1,ˈkɑsˌtum,"clothes that you wear at a costume party, pretending to be a famous person, an animal, a character from a story, etc.",The people at the party wore colorful costumes.,https://www.macmillandictionary.com/dictionary/american/costume,,
12,3,earrings,noun,1,ˈɪrɪŋz,pieces of jewelry that you wear on your ears,Malika doesn't wear earrings or other jewelry.,https://www.macmillandictionary.com/dictionary/american/earring,,
12,3,hair color,noun phrase,,her ˈkʌlər,"the color of someone's hair, what grows out of your head",People often express their personality through their hair color.,https://www.macmillandictionary.com/dictionary/american/hair,https://www.macmillandictionary.com/dictionary/american/color_1,
12,3,long hair,noun phrase,,lɔŋ her,"hair, or what grows out of your head, that measures a large amount from one end to the other","Safiyyah used to have really long hair, but then she cut it.",https://www.macmillandictionary.com/dictionary/american/long_1,https://www.macmillandictionary.com/dictionary/american/hair,
12,3,loose,adjective,2,lus,loose clothes are large and do not fit your body tightly,Do you prefer tight or loose clothing?,https://www.macmillandictionary.com/dictionary/american/loose_1,,
12,3,makeup,noun,1,ˈmeɪkˌʌp,"substances such as creams, powders, lipstick, or mascara that people, especially women and actors, put on their faces in order to look more attractive or change their appearance",That clown is wearing the most colorful makeup I have ever seen.,https://www.macmillandictionary.com/dictionary/american/makeup,,
12,3,mustache,noun,1,ˈmʌstæʃ,the hair that a man can grow on his upper lip,My father has a mustache.,https://www.macmillandictionary.com/dictionary/american/mustache,,
12,3,necklace,noun,1,ˈnekləs,a piece of jewelry that hangs around your neck,Fay wears big necklaces to express her style.,https://www.macmillandictionary.com/dictionary/american/necklace,,
12,3,short hair,noun phrase,,ʃɔrt her,"hair, or what grows out of your head, that measures a small amount from one end to the other","My sister has long hair, but I prefer short hair.",https://www.macmillandictionary.com/dictionary/american/short_1,https://www.macmillandictionary.com/dictionary/american/hair,
12,3,tight,adjective,2,taɪt,clothes that are tight are close against your body when you wear them,This skirt is too tight!,https://www.macmillandictionary.com/dictionary/american/tight_1,,
12,3,clothing style,noun phrase,,ˈkloʊðɪŋ staɪl,"clothing, or what you wear, that is made in a particular way or characteristic of a particular group, time, or place",Hipsters often wear tight jeans as part of their clothing style.,https://www.macmillandictionary.com/dictionary/american/clothing,https://www.macmillandictionary.com/dictionary/american/style_1,
12,3,Goth,noun,,ɡɑθ,someone who wears Goth fashion and listens to Goth music,Goths prefer to wear dark colors and listen to sad music.,https://www.macmillandictionary.com/dictionary/american/goth,,
12,3,hairstyle,noun,1,ˈherˌstaɪl,the shape that your hair has been cut or arranged into,A stylist needs to know about the newest hairstyles.,https://www.macmillandictionary.com/dictionary/american/hairstyle,,
12,3,hipster,noun,,ˈhɪpstər,"a young person who lives in a city and pays a lot of attention to trying to seem cool and not part of conventional society, for example in the clothes they wear, the music they listen to, and the food they eat",Hipsters don't usually like to listen to popular music.,https://www.macmillandictionary.com/dictionary/american/hipster,,
12,3,give support,verb phrase,,ɡɪv səˈpɔrt,"to provide support, usually help or approval, to someone or something",We are going to give support to new students so they will be comfortable in school.,https://www.macmillandictionary.com/dictionary/american/give_1,https://www.macmillandictionary.com/dictionary/american/support_2,
12,4,aim,verb,3,eɪm,"if you aim something you say, write, or create at a person or group, you want them to listen to or use what you have said, written, or created","To sell a product, it’s better to aim your message at the people you want to reach.",https://www.macmillandictionary.com/dictionary/american/aim_1,,
12,4,business card,noun phrase ,,ˈbɪznəs kɑrd,"a small card that has a person’s name on it, as well as the address, telephone number, and e-mail address of the company that they work for",Graphic designers can make business cards for themselves.,https://www.macmillandictionary.com/dictionary/american/business-card,,
12,4,clear,adjective,3,klɪr,not confused,Graham's speech didn't have a clear message.,https://www.macmillandictionary.com/dictionary/american/clear_1,,
12,4,effective,adjective,3,ɪˈfektɪv,someone or something that is effective works well and produces the result that was intended,Having business contacts is often as effective as having good qualifications for getting a job.,https://www.macmillandictionary.com/dictionary/american/effective,,
12,4,express,verb,3,ɪkˈspres,"to tell someone about a feeling, opinion, or goal by speaking or writing about it",You need to express your ideas clearly in a speech.,https://www.macmillandictionary.com/dictionary/american/express_1,,
12,4,inform,verb,3,ɪnˈfɔrm,"to officially tell someone something, or to give them information about something",It would be a waste of money to inform everyone about your new product.,https://www.macmillandictionary.com/dictionary/american/inform,,
12,4,reach,verb,3,ritʃ,"if something such as a program or message reaches people, they see it or hear it",This advertisement will reach a large group of customers.,https://www.macmillandictionary.com/dictionary/american/reach_1,,
12,4,serious,adjective,3,ˈsɪriəs,important and deserving attention,You should use serious language in advertisements to reach professional people.,https://www.macmillandictionary.com/dictionary/american/serious,,
12,4,slang,noun,,slæŋ,words or expressions that are very informal and are not considered appropriate for more formal situations. Some slang is used only by a particular group of people,Don't use slang in business writing.,https://www.macmillandictionary.com/dictionary/american/slang,,
12,4,target group ,noun phrase,,ˈtɑrɡət ɡrup,"the group of people, often with similar ideas or qualities, that you are trying to get as customers or as an audience",The target group for the new advertisement was older adults.,https://www.macmillandictionary.com/dictionary/american/target_1,https://www.macmillandictionary.com/dictionary/american/group_1,
